ID,NOME_INTEGRADOR,NOME_FANTASIA,RAZAO_SOCIAL,CNPJ,TELEFONE,CIDADE,ESTADO,nome_rca
30574,SMARTX EMPREENDIMENTOS LTDA LEONARDO,Smartx,SMARTX EMPREENDIMENTOS LTDA,22.237.132/0001-74,(91) 92162-525,Belém,Pará,
30575,ENGHFLEX SOLUCOES ELETRICAS E SOLAR LTDA JAMIS,Enghflex Solucoes Eletricas e Solar,ENGHFLEX SOLUCOES ELETRICAS E SOLAR LTDA,36.216.891/0001-65,(93) 91331-613,Santarém,Pará,
30583,THIAGO SICSU DOS SANTOS SOUZA 00452234247 THIAGO SICSU DOS SANTOS SOUZA,LT SOUZA COMERCIO ENERGIA SOLAR,THIAGO SICSU DOS SANTOS SOUZA 00452234247,41.612.880/0001-34,(91) 98209-4465,Marituba,Pará,
30588,INOVA TECH EMPREENDIMENTOS LTDA MOISES DE ALMEIDA ABREU,Inova Tech,INOVA TECH EMPREENDIMENTOS LTDA,44.329.362/0001-04,(94) 99167-3945,Parauapebas,Pará,CLAUDETH SANTOS
30592,E B DOS REIS LTDA Elcinei Barbosa dos Reis,E B dos Reis Ltda,E B DOS REIS LTDA,45.425.397/0001-00,(93) 99157-0062,Santarém,Pará,ANDERSON MARTINS
30606,64.301.626 ROBERTO ALVES DE LEMOS Roberto,ROBERTOSOLAR,64.301.626 ROBERTO ALVES DE LEMOS,64.301.626/0001-10,(93) 99221-1997,Altamira,Pará,ADEMAR LUCIO
30608,57.905.741 PAULO CELTHON PEREIRA DA SILVA PAULO CELTHON,PAULO CELTHON PEREIRA DA SILVA,57.905.741 PAULO CELTHON PEREIRA DA SILVA,57.905.741/0001-39,(91) 84720-444,Ananindeua,Pará,
30610,59.639.908 LEON KEMPER RODRIGUES DE SOUZA Leon Kemper,CLAREAR,59.639.908 LEON KEMPER RODRIGUES DE SOUZA,59.639.908/0001-92,(91) 99315-4662,Belém,Pará,CASSIUS LEITE
30611,JJCPAZ ENGENHARIA E SERVICOS LTDA JAILSON CUIMAR PAZ,Tritium Engenharia,JJCPAZ ENGENHARIA E SERVICOS LTDA,35.399.280/0001-37,(94) 99901-9267,Marabá,Pará,
30635,38.402.249 FABIO ALBERTO SALGADO DA SILVA FABIO ALBERTO SALGADO DA SILVA,38.402.249 FABIO ALBERTO SALGADO DA SILVA,38.402.249 FABIO ALBERTO SALGADO DA SILVA,38.402.249/0001-04,(91) 98173-3340,Belém,Pará,
30638,INFORWNET PROVEDOR & SERVICOS DE INTERNET LTDA Willyans Andrade,Inforwnet Provedor,INFORWNET PROVEDOR & SERVICOS DE INTERNET LTDA,31.251.116/0001-27,(91) 98161-8303,Marituba,Pará,
30656,64.083.187 MARIA BENEDITA CARNEIRO DOS PRAZERES Benedita Prazeres,DitaSolar,64.083.187 MARIA BENEDITA CARNEIRO DOS PRAZERES,64.083.187/0001-17,(55) 91853-1323,Belém,Pará,
30660,40.637.444 ROBSON GOMES DE ALMEIDA Robson Gomes de Almeida,Robson Gomes de Almeida,40.637.444 ROBSON GOMES DE ALMEIDA,40.637.444/0001-57,(91) 98271-5303,Belém,Pará,
30661,54.721.822 GABRIEL PINHEIRO DA SILVA FELIX Gabriel,PINHEIROSOLAR,54.721.822 GABRIEL PINHEIRO DA SILVA FELIX,54.721.822/0001-90,(94) 98434-4573,Marabá,Pará,
30672,PRISMA ENGENHARIA E ADMINISTRACAO LTDA Felipe Maués,Prisma Gestao Patrimonial,PRISMA ENGENHARIA E ADMINISTRACAO LTDA,61.406.565/0001-68,(91) 99386-6999,Belém,Pará,RAMON BATISTA
30674,50.568.550 JUCIENE PIANO TEIXEIRA Nadson Teixeira,TEIXEIRA ENERGIA SOLAR,50.568.550 JUCIENE PIANO TEIXEIRA,50.568.550/0001-80,(91) 99128-1067,Belém,Pará,ANDRE LUIZ
30679,KENOVA SOLAR ENGENHARIA LTDA EVELLYN QUADROS,KEnova Solar,KENOVA SOLAR ENGENHARIA LTDA,31.523.735/0001-23,(91) 98506-6548,Belém,Pará,ADEMAR LUCIO
30696,CR ENERGIAS RENOVAVEIS LTDA RONALDO,Cr Energias Renovaveis,CR ENERGIAS RENOVAVEIS LTDA,51.623.386/0001-29,(91) 82938-826,Belém,Pará,
30714,MF SERVICOS E COMERCIO LTDA DANIEL MARTINS,MF SERVIÇOS,MF SERVICOS E COMERCIO LTDA,55.406.296/0001-37,(96) 99194-2030,Portel,Pará,VICTOR TORRES
30719,46.607.619 REINALDO FERREIRA PAIVA JUNIOR Reinaldo Ferreira Paiva Junior,Vetor,46.607.619 REINALDO FERREIRA PAIVA JUNIOR,46.607.619/0001-60,(91) 98477-3196,Barcarena,Pará,ADEMAR LUCIO
30720,64.741.257 LUCAS GENUINO DE ARAUJO LACERDA Lucas Genuíno de Araújo Lacerda,idealSolar,64.741.257 LUCAS GENUINO DE ARAUJO LACERDA,64.741.257/0001-87,(94) 99128-9888,Xinguara,Pará,
30721,SW SOLUCOES ELETRICAS E SOLAR LTDA Dennis Sousa,Sw Solucoes Eletricas e Solar Ltda,SW SOLUCOES ELETRICAS E SOLAR LTDA,57.943.041/0001-39,(91) 98568-9953,Belém,Pará,GILLIARD MATIAS
30733,33.785.294 CAMILA LIMA CAPISTRANO DA COSTA PAULO,33.785.294 CAMILA LIMA CAPISTRANO DA COSTA,33.785.294 CAMILA LIMA CAPISTRANO DA COSTA,33.785.294/0001-63,(91) 84838-337,Ananindeua,Pará,PARAMETRIZACAO SUDESTE
30743,ANTONIO FATIANE A FONTINELE Fatiane,Ftf Solar,ANTONIO FATIANE A FONTINELE,40.970.421/0001-60,(91) 98405-5769,Castanhal,Pará,
30781,55.685.645 CAMILA VITORIA DA SILVA SOUZA Camila Souza,CAMILA VITORIA DA SILVA SOUZA,55.685.645 CAMILA VITORIA DA SILVA SOUZA,55.685.645/0001-05,(91) 98934-4554,Belém,Pará,
30831,NOSSOSOL ENERGIA RENOVAVEL LTDA victor alves da silva,Nossosol Energia Renovavel,NOSSOSOL ENERGIA RENOVAVEL LTDA,57.029.291/0001-68,(91) 98529-5119,Paragominas,Pará,BRENNA BARBOSA
30837,AGROPLANET CONSULTORIA AGRICOLA LTDA EDSON FLÁVIO CIPRIANO NETO,Agroplanet Consultoria Agricola,AGROPLANET CONSULTORIA AGRICOLA LTDA,54.248.523/0001-80,(91) 98529-4946,Paragominas,Pará,
30839,E3J EMPRESA JUNIOR DE ENGENHARIA ELETRICA Gabriel Ferreira da Silva,E3j,E3J EMPRESA JUNIOR DE ENGENHARIA ELETRICA,29.162.362/0001-60,(94) 99205-4589,Marabá,Pará,
30848,JP SOLAR SERVICOS E COMERCIO LTDA Sandro Reis de Oliveira,Jp Solar,JP SOLAR SERVICOS E COMERCIO LTDA,30.382.908/0001-78,(91) 98856-9602,Belém,Pará,
30860,SAFRA MAQUINAS LTDA MARCELO,Safra Maquinas,SAFRA MAQUINAS LTDA,18.577.919/0001-08,(94) 99249-3297,Marabá,Pará,
30882,64.582.994 ITARLAN DOMINGOS LIMA SOUSA JUNIOR ITARLAN DOMINGOS LIMA SOUSA JUNIOR,ITARLAN DOMINGOS LIMA SOUSA JUNIOR,64.582.994 ITARLAN DOMINGOS LIMA SOUSA JUNIOR,64.582.994/0001-84,(94) 84183-915,Marabá,Pará,
30896,D'SOLARE ENERGIA BELEM LTDA Thiago,D'SOLAREENERGIABELEM,D'SOLARE ENERGIA BELEM LTDA,44.850.962/0001-05,(91) 98560-2108,Belém,Pará,
30911,EVERALDO DA SILVA MORAIS 57954828204 João,EVERALDO DA SILVA MORAIS,EVERALDO DA SILVA MORAIS 57954828204,47.392.608/0001-72,(91) 82443-050,Belém,Pará,
30927,FLORIANO DE CARVALHO CARDOSO JUNIOR FLORIANO DE CARVALHO CARDOSO JUNIOR,Eletronica Junior,FLORIANO DE CARVALHO CARDOSO JUNIOR,07.322.739/0001-69,(91) 88454-020,Acará,Pará,RAPHAELA OLIVEIRA
30941,GE ENERGIA INTELIGENTE LTDA Gabriel Araújo,Ge Energia Inteligente,GE ENERGIA INTELIGENTE LTDA,29.882.533/0001-26,(94) 99664-1171,Parauapebas,Pará,
30945,59.235.740 JOAO VICTOR BITENCOURT DA CUNHA JOAO VICTOR BITTENCOURT DA CUNHA,ForSolar,59.235.740 JOAO VICTOR BITENCOURT DA CUNHA,59.235.740/0001-50,(91) 98509-0749,Belém,Pará,ADEMAR LUCIO
30970,V C O SERVICOS TECNICOS EM TELECOMUNICACOES E ELETRICIDADE LTDA ALESSANDRO,V C o Engenharia,V C O SERVICOS TECNICOS EM TELECOMUNICACOES E ELETRICIDADE LTDA,08.533.505/0001-23,(91) 93068-979,Belém,Pará,
30974,BONUS COMERCIO E SERVICOS LTDA CRISTIAN ARALDI,Bonus Comercio e Servicos,BONUS COMERCIO E SERVICOS LTDA,23.285.272/0001-80,(91) 99106-4399,Paragominas,Pará,PATRICIA SANTOS
30978,M V N MARTINEZ MARCO MARTINEZ,Martinez Engenharia,M V N MARTINEZ,47.751.420/0001-73,(93) 99153-3976,Itaituba,Pará,JAMES PINTO
30992,VALE & FELINTO COM DE ARTIGOS ELETRONICOS LTDA Luciano,Para Eletron,VALE & FELINTO COM DE ARTIGOS ELETRONICOS LTDA,64.024.804/0001-03,(91) 98079-7748,Marituba,Pará,
30994,51.318.444 ALFREDO JOSE COELHO AFONSO Alfredo jose coelho afonso,A.J.solar,51.318.444 ALFREDO JOSE COELHO AFONSO,51.318.444/0001-00,(91) 99350-7730,Parauapebas,Pará,
30996,60.448.579 JEFFERSON DA SILVA E SILVA Jefferson Silva,JeffersonSilva,60.448.579 JEFFERSON DA SILVA E SILVA,60.448.579/0001-81,(91) 98452-9911,Belém,Pará,
31005,F B DE SOUZA SOLAR LTDA Fernando Barbosa,F B de Souza Solar Ltda,F B DE SOUZA SOLAR LTDA,52.189.508/0001-83,(94) 99181-0968,Marabá,Pará,
31008,AGUA AZUL COMERCIO DE MATERIAIS HIDRAULICOS LTDA SAINTCLAIR DE SOUZA LEAL,Aguazul Belem,AGUA AZUL COMERCIO DE MATERIAIS HIDRAULICOS LTDA,52.732.173/0001-06,(91) 98517-7573,Ananindeua,Pará,
31009,AD ASTRA ENGENHARIA E SERVICOS LTDA Anderson Silva,Ad Astra Engenharia,AD ASTRA ENGENHARIA E SERVICOS LTDA,52.613.001/0001-05,(94) 99106-2591,Belém,Pará,
31020,45.875.530 LARA GABRIELA LEMOS SALES Sarquis,Ponto comSolar,45.875.530 LARA GABRIELA LEMOS SALES,45.875.530/0001-11,(91) 99172-3748,Castanhal,Pará,DAYANA OLIVEIRA
31021,F. DA SILVA BATISTA FABRICIO DA SILVA BATISTA,Perform Pneus,F. DA SILVA BATISTA,12.541.714/0001-96,(93) 99109-4656,Santarém,Pará,
31043,T DA SILVA LOBO ENERGIA SOLAR TATHYANA DA SILVA LOBO,Lobo Solar,T DA SILVA LOBO ENERGIA SOLAR,49.543.566/0001-59,(91) 99162-4888,Castanhal,Pará,
31079,BRASIL SOLAR LTDA JIERLISON,Brasilsolar56@gmail.com,BRASIL SOLAR LTDA,62.517.525/0001-56,(93) 84331-723,Rurópolis,Pará,
31088,D. R. PEREIRA & CIA LTDA pedro marcel,Pecel Tecnologia,D. R. PEREIRA & CIA LTDA,31.375.955/0001-57,(93) 99242-8843,Santarém,Pará,ADEMAR LUCIO
31093,NORTE SOL ENERGIA SOLAR LTDA Jonilson da Silva Fonseca,Norte Sol,NORTE SOL ENERGIA SOLAR LTDA,46.773.887/0001-51,(94) 99265-0539,Eldorado do Carajás,Pará,GILLIARD MATIAS
31104,M A DO PRADO LTDA MA DO PRADO LTDA,Prado,M A DO PRADO LTDA,47.172.847/0001-17,(94) 99227-1212,Marabá,Pará,CASSIUS LEITE
31108,XKZ LIMITADA KLEBER DE SOUZA MORAIS,Cortinas Xikkoza,XKZ LIMITADA,26.140.241/0001-20,(94) 99145-9292,Redenção,Pará,RAMON BATISTA
31128,ROREEON ARAUJO SANTIAGO LIMITADA MESSIAS SANTIAGO,Marrk Trust Technology,ROREEON ARAUJO SANTIAGO LIMITADA,35.738.147/0001-68,(94) 98435-9194,Rio Maria,Pará,
31138,MODUSOL ENERGIA SOLAR E ELETRICA LTDA MODUSOL,Modusol Energia Solar,MODUSOL ENERGIA SOLAR E ELETRICA LTDA,65.556.322/0001-67,(94) 99102-8130,Redenção,Pará,VINICIO CAVALCANTE
31156,P R F MORAES José Claudio,K R Moraes,P R F MORAES,62.911.796/0001-91,(91) 99914-9690,Vigia,Pará,
31166,NR SOLUCOES EM ENERGIA E COMERCIO DE EQUIPAMENTOS LTDA Darlene,Plus Energia,NR SOLUCOES EM ENERGIA E COMERCIO DE EQUIPAMENTOS LTDA,43.328.347/0001-70,(91) 98897-9452,Castanhal,Pará,
31179,J B DE JESUS DA CRUZ SERVICE José Bruno de Jesus,Volt Service Energy,J B DE JESUS DA CRUZ SERVICE,48.715.545/0001-00,(91) 99971-6366,Ananindeua,Pará,
31180,GILVANDRO DOS SANTOS MONTEIRO 72052040200 gilvandro dos Santos monteiro,Energil,GILVANDRO DOS SANTOS MONTEIRO 72052040200,45.891.965/0001-50,(91) 98088-2987,Ananindeua,Pará,BRENNA BARBOSA
31211,61.055.353 CARLOS EDUARDO ALVES ALMEIDA carlos eduardo alves almeida,soleluzenergia,61.055.353 CARLOS EDUARDO ALVES ALMEIDA,61.055.353/0001-83,(93) 99976-9794,Altamira,Pará,
31218,33.815.874 LEANDRO VINHOTE RASERA Leandro,LVR SOLUÇÕES,33.815.874 LEANDRO VINHOTE RASERA,33.815.874/0001-56,(93) 99128-3640,Santarém,Pará,CASSIUS LEITE
31227,NORTE EMPREENDIMENTOS E LOCACOES LTDA Raphael lopes,Norte Empreendimentos,NORTE EMPREENDIMENTOS E LOCACOES LTDA,35.831.590/0001-89,(94) 99132-9500,Marabá,Pará,
31228,MAXTEM UTILIDADES LTDA ALEXANDRE MATHEUS POTULSKI,Maxtem Utilidades,MAXTEM UTILIDADES LTDA,62.857.343/0001-24,(93) 98105-2174,Altamira,Pará,
31248,SOLARQ SISTEMAS DE ENERGIA SOLAR LTDA Paulo,Solarq - Energia Inteligente,SOLARQ SISTEMAS DE ENERGIA SOLAR LTDA,62.573.587/0001-85,(91) 88311-958,Belém,Pará,CHRISTIANO ARAUJO
31255,LAR E SOL ENERGIA SOLAR LTDA LEONARDO DA SILVA PEREIRA,LARESOLENERGIASOLAR,LAR E SOL ENERGIA SOLAR LTDA,45.972.410/0001-32,(91) 98486-6767,Ananindeua,Pará,
31267,64.586.058 CLAUDIO DA SILVA MELO Renata Melo,Megasol,64.586.058 CLAUDIO DA SILVA MELO,64.586.058/0001-41,(91) 99805-2708,Belém,Pará,
31284,RODRIGUES & ALMEIDA LTDA MARCOS ALMEIDA,Mk2s Solar,RODRIGUES & ALMEIDA LTDA,12.196.756/0001-37,(93) 99195-7003,Santarém,Pará,ISMAEL CARVALHO
31313,49.662.262 RANNY MARQUES DA SILVA Waldson,CDA ENERGIA SOLAR E SERVICOS ELETRICOS,49.662.262 RANNY MARQUES DA SILVA,49.662.262/0001-00,(94) 99189-1665,Conceição do Araguaia,Pará,
31322,63.897.545 EDERSON LOBO GOMES EDERSON LOBO GOMES,EDERSON LOBO GOMES,63.897.545 EDERSON LOBO GOMES,63.897.545/0001-62,(91) 98443-0444,Belém,Pará,
31332,J R ASSIS DA SILVA José rosinei Assis da Silva,Agro Solucoes,J R ASSIS DA SILVA,51.233.791/0001-30,(93) 99101-7895,Mojuí dos Campos,Pará,
31335,66.045.164 WELYNGTON GOMES SILVA WELYNGTON,BR-SOLUÇÕES SOLAR,66.045.164 WELYNGTON GOMES SILVA,66.045.164/0001-43,(93) 99125-3256,Uruará,Pará,
31340,T BELTRAO DE SOUZA ENERGIA SOLAR Beltrão,Beltrao Energia Solar,T BELTRAO DE SOUZA ENERGIA SOLAR,66.032.304/0001-49,(93) 99190-5138,Santarém,Pará,MARCIO CAVALCANTE
31341,62.281.466 JESSICA LARISSA COSTA SILVA ANTONIO CHARLES MELO DA SILVA,JESSICALARISSACOSTASILVA,62.281.466 JESSICA LARISSA COSTA SILVA,62.281.466/0001-60,(91) 81134-468,Belém,Pará,JAMES PINTO
31350,PS POWER SUN ENERGIA SOLAR LTDA PRISCILA ABREU,Ps Power Sun Energia Solar,PS POWER SUN ENERGIA SOLAR LTDA,61.670.210/0001-81,(91) 93058-432,Acará,Pará,
31364,L O W BERTOL Izidorio,Casa da Irrigacao,L O W BERTOL,48.847.082/0001-30,(94) 91355-725,Novo Repartimento,Pará,
31391,SOLAR PLUS SERVICOS E COMERCIO LTDA aldrin correa,Solar Plus,SOLAR PLUS SERVICOS E COMERCIO LTDA,57.359.527/0001-24,(94) 98415-8572,Parauapebas,Pará,JAMES PINTO
31413,J C DOS SANTOS LTDA JOÃO VICTOR,Distribuidora Itafrigo,J C DOS SANTOS LTDA,16.972.387/0001-88,(93) 91171-777,Itaituba,Pará,
31421,ALTERNATIVA SOLAR CASTNHAL LTDA JERRY JUNIOR,Alternativa Solar,ALTERNATIVA SOLAR CASTNHAL LTDA,10.362.849/0001-69,(91) 98435-9967,Castanhal,Pará,
31422,42.321.515 RODRIGO JUCA HOLANDA Rodrigo Holanda,HolandaEssencial,42.321.515 RODRIGO JUCA HOLANDA,42.321.515/0001-33,(91) 99114-9494,Ananindeua,Pará,
31437,43.818.581 WELLITON DOS SANTOS VIEIRA Welliton dos Santos Vieira,WellitonVieira,43.818.581 WELLITON DOS SANTOS VIEIRA,43.818.581/0001-86,(93) 98416-2247,Trairão,Pará,
31438,DAMAN ENERGIA SOLAR LTDA DAMAN,Daman Energia Solar,DAMAN ENERGIA SOLAR LTDA,56.339.436/0001-64,(91) 98147-6118,Belém,Pará,RAMON BATISTA
31444,MONTELO ENERGIA SOLAR LTDA JOZELIO,Montelo Energia Solar,MONTELO ENERGIA SOLAR LTDA,52.228.025/0001-40,(94) 91777-060,Redenção,Pará,ROSALY RIBEIRO
31460,SUN NORTE EDUCACAO E DISTRIBUICAO LTDA JULIANO FERREIRA,Sun Norte Educacao e Distribuicao,SUN NORTE EDUCACAO E DISTRIBUICAO LTDA,50.752.064/0001-17,(91) 98615-2285,Capanema,Pará,VICTOR TORRES
31481,WR SOLAR LTDA Leonardo Joaquim da silva ramalho,HOMESTORESOLAR,WR SOLAR LTDA,46.984.161/0002-49,(45) 99841-6292,Marabá,Pará,JAMES PINTO
31494,65.070.025 MARIA LUIZA COSTA VASCONCELOS DOMINGUES Hileakin Eder Leal Domingues,Hdtech,65.070.025 MARIA LUIZA COSTA VASCONCELOS DOMINGUES,65.070.025/0001-07,(91) 98283-5928,Castanhal,Pará,
31500,SH SOLUCOES TECNOLOGICAS LTDA KAROLINE,Sunny House,SH SOLUCOES TECNOLOGICAS LTDA,09.445.760/0001-87,(91) 98990-3117,Belém,Pará,
31503,JDSOLAR SOLUCOES LTDA DANILO CRUZ MOTA,Jdsolar Solucoes,JDSOLAR SOLUCOES LTDA,63.024.315/0001-99,(91) 98474-8308,Ulianópolis,Pará,
31509,ROSANE S LOBATO Dinho Pereira,Tapajos Solar,ROSANE S LOBATO,21.093.053/0001-74,(93) 99198-1011,Santarém,Pará,GILLIARD MATIAS
31512,INOVACOES SUSTENTAVEIS E IMPRESSAO DIGITAL LTDA Eliel Souza dos Santos,Solar Print Inovar,INOVACOES SUSTENTAVEIS E IMPRESSAO DIGITAL LTDA,21.385.616/0001-06,(91) 98418-8191,Igarapé-Açu,Pará,CLAUDETH SANTOS
31513,A P VIANA DE VASCONCELOS LTDA Albert,UV7BRASIL,A P VIANA DE VASCONCELOS LTDA,55.877.627/0001-17,(93) 91582-607,Santarém,Pará,
31545,66.497.817 LIDYANNE JATENE SOUZA thiago sicsu,solprime,66.497.817 LIDYANNE JATENE SOUZA,66.497.817/0001-25,(91) 98209-4465,Ananindeua,Pará,ANDRE LUIZ
31562,J L S BARBOSA SERVICOS ELETRICOS João Lucas Sousa Barbosa,Engetec,J L S BARBOSA SERVICOS ELETRICOS,42.923.044/0001-33,(91) 98483-7091,Ananindeua,Pará,
31599,E C SARRAZIN PROJETO SOLAR Emerson,Rtecsolar Projeto Instalacao e Manutenc,E C SARRAZIN PROJETO SOLAR,35.987.612/0001-02,(55) 93920-1582,Santarém,Pará,
31616,LUZASOLAR TECNOLOGIA LTDA Luzanira Medeiros,Luzasolar Tecnologia,LUZASOLAR TECNOLOGIA LTDA,47.258.762/0001-56,(91) 99290-7068,Ananindeua,Pará,
31646,BRASOLARE BRASIL SOLAR ENERGIA LTDA OLAVO,Brasolare,BRASOLARE BRASIL SOLAR ENERGIA LTDA,28.810.736/0001-44,(93) 81277-374,Santarém,Pará,
31660,66.452.789 JOSE VAGNER RODRIGUES CUNHA Jose Vagner Rodrigues cunha,SOLARPREMIUM,66.452.789 JOSE VAGNER RODRIGUES CUNHA,66.452.789/0001-20,(91) 98734-7162,Ananindeua,Pará,
31666,53.421.524 MADSON MAGNO NOBRE CAMPOS MADSON MAGNO NOBRE CAMPOS,FederalEnergia,53.421.524 MADSON MAGNO NOBRE CAMPOS,53.421.524/0001-12,(93) 99186-6046,Santarém,Pará,
31671,ECO SERVICOS LTDA Antônio Alves,Eco Servicos,ECO SERVICOS LTDA,30.961.509/0001-61,(91) 98486-9258,Castanhal,Pará,BRENNA BARBOSA
31674,TA SOLAR ENERGES LTDA ELSON,Ta Solar Energes,TA SOLAR ENERGES LTDA,47.631.016/0001-66,(94) 99217-7791,Canaã dos Carajás,Pará,
31679,ANA CRISTINA VASCONCELOS LIMA INSTALACAO E MANUTENCAO ELETRICA ANA CRISTINA VASCONCELOS LIMA,Solarbeam Solucoes Energetica,ANA CRISTINA VASCONCELOS LIMA INSTALACAO E MANUTENCAO ELETRICA,66.628.639/0001-24,(91) 98908-4048,Belém,Pará,
31688,60.787.543 MARCOS PAULO AMARAL GUIMARAES Marcos Paulo Amaral Guimarães,M10Solar,60.787.543 MARCOS PAULO AMARAL GUIMARAES,60.787.543/0001-22,(94) 99276-8988,Redenção,Pará,
31690,39.151.141 VICTOR WANGHAN DE SOUZA victor,Mais Limpo,39.151.141 VICTOR WANGHAN DE SOUZA,39.151.141/0001-40,(93) 99156-6287,Santarém,Pará,
31691,CONECTA SOLAR LTDA Eliaquino Soares,Conecta Solar,CONECTA SOLAR LTDA,54.910.883/0001-04,(93) 99191-6500,Altamira,Pará,BRENNA BARBOSA
31709,58.593.529 RONALD DOS SANTOS PEREIRA Ronald Pereira,DropSoluções,58.593.529 RONALD DOS SANTOS PEREIRA,58.593.529/0001-46,(91) 98263-1173,Breves,Pará,
31711,I N V INSTALACAO E MANUTENCAO LTDA Iran Campos,I N V INSTALACAO,I N V INSTALACAO E MANUTENCAO LTDA,16.989.523/0001-42,(93) 92030-786,Santarém,Pará,
31722,51.645.978 HELDER ALVES BARATA Helder Alves,HBprestadora,51.645.978 HELDER ALVES BARATA,51.645.978/0001-41,(91) 99313-5498,Belém,Pará,
31726,EVOLUCAO SOLAR LTDA Thiago,Agro Solar,EVOLUCAO SOLAR LTDA,11.632.005/0001-53,(94) 99213-6844,Marabá,Pará,ISMAEL CARVALHO
31729,43.872.566 ALDO LEMOS DA SILVA ALDO,Lydar Energy,43.872.566 ALDO LEMOS DA SILVA,43.872.566/0001-16,(91) 98462-6748,Belém,Pará,MARCIO CAVALCANTE
31731,63.306.127 PAULO HENRIQUE AMARAL DA ROSA paulo henrique amaral da rosa,START,63.306.127 PAULO HENRIQUE AMARAL DA ROSA,63.306.127/0001-53,(93) 99978-6251,Itaituba,Pará,
31750,VOCE SOLAR LTDA MAURO HENRIQUE D OLIVEIRA VAUGHAN,Voce Solar,VOCE SOLAR LTDA,13.592.797/0001-05,(91) 98193-8287,Belém,Pará,
31751,45.081.994 NIVALDO RODRIGUES LEAL Nivaldo Rodrigues Leal,NanoWatts,45.081.994 NIVALDO RODRIGUES LEAL,45.081.994/0001-56,(93) 92363-977,Santarém,Pará,
31761,66.371.087 THIAGO DOS SANTOS PATRICIO Thiago dos Santos Patricio,TpSolar,66.371.087 THIAGO DOS SANTOS PATRICIO,66.371.087/0001-11,(91) 98534-1544,Belém,Pará,
31764,RAFAEL SILVA RAMOS RAFAEL,RAFAEL SILVA RAMOS,RAFAEL SILVA RAMOS,65.742.916/0001-62,(91) 91628-596,Belém,Pará,RAPHAELA OLIVEIRA
31778,65.373.651 KAIO SULLIVAN SOUSA LIMA Kaio Sullivan Sousa Lima,Kaio Sullivan Sousa Lima,65.373.651 KAIO SULLIVAN SOUSA LIMA,65.373.651/0001-72,(93) 99183-1494,Santarém,Pará,
31800,STTI - MONTAGEM E MANUTENCAO LTDA Ricardo,Stti - Montagem e Manutencao,STTI - MONTAGEM E MANUTENCAO LTDA,27.824.290/0001-44,(91) 31148-790,Ananindeua,Pará,MARCIO CAVALCANTE
31802,RAMON JOSE MURIBECA BRAGA RAMON JOSE MURIBECA BRAGA,L.s Servicos,RAMON JOSE MURIBECA BRAGA,40.206.164/0001-94,(91) 98153-7693,Ananindeua,Pará,MARCIO CAVALCANTE
31809,CARLOS BARROS DE FARIAS Carlos Barros,Central Refrigeracao,CARLOS BARROS DE FARIAS,33.607.361/0001-50,(91) 98865-3838,Ananindeua,Pará,
31821,56.976.493 SUZIANE COSTA OLIVEIRA Suziane Costa Oliveira,Sc Solaris,56.976.493 SUZIANE COSTA OLIVEIRA,56.976.493/0001-54,(91) 99126-1822,Castanhal,Pará,
31827,FENIX SERVICOS E EMPREENDIMENTOS LTDA Robson,Fenix Servicos e Empreendimentos,FENIX SERVICOS E EMPREENDIMENTOS LTDA,66.601.286/0001-79,(94) 99287-1191,Parauapebas,Pará,
31845,63.121.174 CLAUDENILSON BARATA RODRIGUES CLAUDENILSON BARATA RODRIGUES,CLAUDENILSONBARATARODRIGUES,63.121.174 CLAUDENILSON BARATA RODRIGUES,63.121.174/0001-22,(91) 98120-7161,Ananindeua,Pará,
31851,R OLIVEIRA VALADARES COMERCIO E SERVICOS LTDA feliciano trindade valadares neto,Valadares Servicos,R OLIVEIRA VALADARES COMERCIO E SERVICOS LTDA,43.761.332/0001-00,(91) 98059-7074,Belém,Pará,
31852,65.504.124 RAFAEL GUSMAO DIAS Rafael Gusmão Dias,RDsolar,65.504.124 RAFAEL GUSMAO DIAS,65.504.124/0001-50,(91) 98427-5402,Castanhal,Pará,
31854,57.400.521 HARRISON SILVA DOS SANTOS Harrison Silva dos Santos,Sabiá Solar,57.400.521 HARRISON SILVA DOS SANTOS,57.400.521/0001-53,(94) 99196-6371,Marabá,Pará,
31858,R P SOLAR LTDA RICHARDSON,R D M Tapajos Solar Itb,R P SOLAR LTDA,63.269.456/0001-71,(93) 84049-720,Itaituba,Pará,RAPHAELA OLIVEIRA
31868,60.715.305 TAMIRIS CAETANO DA SILVA OLIVEIRA TAMIRIS CAETANO DA SILVA OLIVEIRA,TAMIRIS CAETANO DA SILVA OLIVEIRA,60.715.305 TAMIRIS CAETANO DA SILVA OLIVEIRA,60.715.305/0001-01,(94) 98142-9488,São Félix do Xingu,Pará,CAROLINA COSTA
31872,LF SANTOS LTDA Luiz Fernando da Silva dos Santos,Para Sol Energia Solar,LF SANTOS LTDA,41.240.025/0001-40,(91) 98577-0273,Belém,Pará,
31886,JOSE M DE AGUIAR MANCIVAN,Aguiar Cred,JOSE M DE AGUIAR,53.458.547/0001-00,(93) 99197-2225,Santarém,Pará,
31896,TOPPSOL COMERCIO E SERVICOS LTDA Rodolfo Valença,Toppsol,TOPPSOL COMERCIO E SERVICOS LTDA,48.020.652/0001-14,(91) 98472-4346,Belém,Pará,
